Grid Size,30
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
0,1,6,21,4.6324,4.6682,0,-39.5874,29.4801,0
0,1,7,21,4.6324,4.6683,0,-34.9192,29.4801,0
0,1,7,22,4.6324,4.6683,0,-34.9192,34.1125,0
0,1,7,23,4.6323,4.6683,0,-34.9192,38.7449,0
0,1,6,23,4.6323,4.6682,0,-39.5874,38.7449,0
0,0,7,22,4.6324,4.6683,0,-34.9192,34.1125,0
0,1,6,23,4.6323,4.6682,0,-39.5874,38.7449,0
0,1,6,22,4.6324,4.6682,0,-39.5874,34.1125,0
0,1,6,21,4.6324,4.6682,0,-39.5874,29.4801,0
0,1,7,21,4.6324,4.6683,0,-34.9192,29.4801,0
0,1,8,21,4.6324,4.6682,0,-30.2509,29.4801,0
0,1,8,22,4.6324,4.6682,0,-30.2509,34.1125,0
0,1,8,23,4.6323,4.6682,0,-30.2509,38.7449,0
0,1,7,23,4.6323,4.6683,0,-34.9192,38.7449,0
0,0,8,22,4.6324,4.6682,0,-30.2509,34.1125,0
0,1,7,23,4.6323,4.6683,0,-34.9192,38.7449,0
0,1,7,22,4.6324,4.6683,0,-34.9192,34.1125,0
0,1,7,21,4.6324,4.6683,0,-34.9192,29.4801,0
0,1,8,21,4.6324,4.6682,0,-30.2509,29.4801,0
0,1,9,21,4.6324,4.6683,0,-25.5826,29.4801,0
0,1,9,22,4.6324,4.6683,0,-25.5826,34.1125,0
0,1,9,23,4.6323,4.6683,0,-25.5826,38.7449,0
0,1,8,23,4.6323,4.6682,0,-30.2509,38.7449,0
0,0,9,22,4.6324,4.6683,0,-25.5826,34.1125,0
0,1,8,23,4.6323,4.6682,0,-30.2509,38.7449,0
0,1,8,22,4.6324,4.6682,0,-30.2509,34.1125,0
0,1,8,21,4.6324,4.6682,0,-30.2509,29.4801,0
0,1,9,21,4.6324,4.6683,0,-25.5826,29.4801,0
0,1,10,21,4.6324,4.6682,0,-20.9144,29.4801,0
0,1,10,22,4.6324,4.6682,0,-20.9144,34.1125,0
0,1,10,23,4.6323,4.6682,0,-20.9144,38.7449,0
0,1,9,23,4.6323,4.6683,0,-25.5826,38.7449,0
0,0,10,22,4.6324,4.6682,0,-20.9144,34.1125,0
0,1,9,23,4.6323,4.6683,0,-25.5826,38.7449,0
0,1,9,22,4.6324,4.6683,0,-25.5826,34.1125,0
0,1,9,21,4.6324,4.6683,0,-25.5826,29.4801,0
0,1,10,21,4.6324,4.6682,0,-20.9144,29.4801,0
0,1,11,21,4.6324,4.6683,0,-16.2461,29.4801,0
0,1,11,22,4.6324,4.6683,0,-16.2461,34.1125,0
0,1,11,23,4.6323,4.6683,0,-16.2461,38.7449,0
0,1,10,23,4.6323,4.6682,0,-20.9144,38.7449,0
0,0,11,22,4.6324,4.6683,0,-16.2461,34.1125,0
0,1,10,23,4.6323,4.6682,0,-20.9144,38.7449,0
0,1,10,22,4.6324,4.6682,0,-20.9144,34.1125,0
0,1,10,21,4.6324,4.6682,0,-20.9144,29.4801,0
0,1,11,21,4.6324,4.6683,0,-16.2461,29.4801,0
0,1,12,21,4.6324,4.66821,0,-11.5779,29.4801,0
0,1,12,22,4.6324,4.66821,0,-11.5779,34.1125,0
0,1,12,23,4.6323,4.66821,0,-11.5779,38.7449,0
0,1,11,23,4.6323,4.6683,0,-16.2461,38.7449,0
0,0,12,22,4.6324,4.66821,0,-11.5779,34.1125,0
0,1,11,23,4.6323,4.6683,0,-16.2461,38.7449,0
0,1,11,22,4.6324,4.6683,0,-16.2461,34.1125,0
0,1,11,21,4.6324,4.6683,0,-16.2461,29.4801,0
0,1,12,21,4.6324,4.66821,0,-11.5779,29.4801,0
0,1,13,21,4.6324,4.66824,0,-6.90967,29.4801,0
0,1,13,22,4.6324,4.66824,0,-6.90967,34.1125,0
0,1,13,23,4.6323,4.66824,0,-6.90967,38.7449,0
0,1,12,23,4.6323,4.66821,0,-11.5779,38.7449,0
0,0,13,22,4.6324,4.66824,0,-6.90967,34.1125,0
0,1,12,23,4.6323,4.66821,0,-11.5779,38.7449,0
0,1,12,22,4.6324,4.66821,0,-11.5779,34.1125,0
0,1,12,21,4.6324,4.66821,0,-11.5779,29.4801,0
0,1,13,21,4.6324,4.66824,0,-6.90967,29.4801,0
0,1,14,21,4.6324,4.66824,0,-2.24143,29.4801,0
0,1,14,22,4.6324,4.66824,0,-2.24143,34.1125,0
0,1,14,23,4.6323,4.66824,0,-2.24143,38.7449,0
0,1,13,23,4.6323,4.66824,0,-6.90967,38.7449,0
0,0,14,22,4.6324,4.66824,0,-2.24143,34.1125,0
0,1,13,23,4.6323,4.66824,0,-6.90967,38.7449,0
0,1,13,22,4.6324,4.66824,0,-6.90967,34.1125,0
0,1,13,21,4.6324,4.66824,0,-6.90967,29.4801,0
0,1,14,21,4.6324,4.66824,0,-2.24143,29.4801,0
0,1,15,21,4.6324,4.66825,0,2.42682,29.4801,0
0,1,15,22,4.6324,4.66825,0,2.42682,34.1125,0
0,1,15,23,4.6323,4.66825,0,2.42682,38.7449,0
0,1,14,23,4.6323,4.66824,0,-2.24143,38.7449,0
0,0,15,22,4.6324,4.66825,0,2.42682,34.1125,0
0,1,14,23,4.6323,4.66824,0,-2.24143,38.7449,0
0,1,14,22,4.6324,4.66824,0,-2.24143,34.1125,0
0,1,14,21,4.6324,4.66824,0,-2.24143,29.4801,0
0,1,15,21,4.6324,4.66825,0,2.42682,29.4801,0
0,1,16,21,4.6324,4.66824,0,7.09506,29.4801,0
0,1,16,22,4.6324,4.66824,0,7.09506,34.1125,0
0,1,16,23,4.6323,4.66824,0,7.09506,38.7449,0
0,1,15,23,4.6323,4.66825,0,2.42682,38.7449,0
0,0,16,22,4.6324,4.66824,0,7.09506,34.1125,0
0,1,15,23,4.6323,4.66825,0,2.42682,38.7449,0
0,1,15,22,4.6324,4.66825,0,2.42682,34.1125,0
0,1,15,21,4.6324,4.66825,0,2.42682,29.4801,0
0,1,16,21,4.6324,4.66824,0,7.09506,29.4801,0
0,1,17,21,4.6324,4.66822,0,11.7633,29.4801,0
0,1,17,22,4.6324,4.66822,0,11.7633,34.1125,0
0,1,17,23,4.6323,4.66822,0,11.7633,38.7449,0
0,1,16,23,4.6323,4.66824,0,7.09506,38.7449,0
0,0,17,22,4.6324,4.66822,0,11.7633,34.1125,0
0,1,16,23,4.6323,4.66824,0,7.09506,38.7449,0
0,1,16,22,4.6324,4.66824,0,7.09506,34.1125,0
0,1,16,21,4.6324,4.66824,0,7.09506,29.4801,0
0,1,17,21,4.6324,4.66822,0,11.7633,29.4801,0
0,1,18,21,4.6324,4.6683,0,16.4315,29.4801,0
0,1,18,22,4.6324,4.6683,0,16.4315,34.1125,0
0,1,18,23,4.6323,4.6683,0,16.4315,38.7449,0
0,1,17,23,4.6323,4.66822,0,11.7633,38.7449,0
0,0,18,22,4.6324,4.6683,0,16.4315,34.1125,0
0,1,17,23,4.6323,4.66822,0,11.7633,38.7449,0
0,1,17,22,4.6324,4.66822,0,11.7633,34.1125,0
0,1,17,21,4.6324,4.66822,0,11.7633,29.4801,0
0,1,18,21,4.6324,4.6683,0,16.4315,29.4801,0
0,1,19,21,4.6324,4.6682,0,21.0998,29.4801,0
0,1,19,22,4.6324,4.6682,0,21.0998,34.1125,0
0,1,19,23,4.6323,4.6682,0,21.0998,38.7449,0
0,1,18,23,4.6323,4.6683,0,16.4315,38.7449,0
0,0,19,22,4.6324,4.6682,0,21.0998,34.1125,0
0,1,18,23,4.6323,4.6683,0,16.4315,38.7449,0
0,1,18,22,4.6324,4.6683,0,16.4315,34.1125,0
0,1,18,21,4.6324,4.6683,0,16.4315,29.4801,0
0,1,19,21,4.6324,4.6682,0,21.0998,29.4801,0
0,1,20,21,4.6324,4.6683,0,25.7681,29.4801,0
0,1,20,22,4.6324,4.6683,0,25.7681,34.1125,0
0,1,20,23,4.6323,4.6683,0,25.7681,38.7449,0
0,1,19,23,4.6323,4.6682,0,21.0998,38.7449,0
0,0,20,22,4.6324,4.6683,0,25.7681,34.1125,0
0,1,19,23,4.6323,4.6682,0,21.0998,38.7449,0
0,1,19,22,4.6324,4.6682,0,21.0998,34.1125,0
0,1,19,21,4.6324,4.6682,0,21.0998,29.4801,0
0,1,20,21,4.6324,4.6683,0,25.7681,29.4801,0
0,1,21,21,4.6324,4.6682,0,30.4363,29.4801,0
0,1,21,22,4.6324,4.6682,0,30.4363,34.1125,0
0,1,21,23,4.6323,4.6682,0,30.4363,38.7449,0
0,1,20,23,4.6323,4.6683,0,25.7681,38.7449,0
0,0,21,22,4.6324,4.6682,0,30.4363,34.1125,0
0,1,20,23,4.6323,4.6683,0,25.7681,38.7449,0
0,1,20,22,4.6324,4.6683,0,25.7681,34.1125,0
0,1,20,21,4.6324,4.6683,0,25.7681,29.4801,0
0,1,21,21,4.6324,4.6682,0,30.4363,29.4801,0
0,1,22,21,4.6324,4.6682,0,35.1045,29.4801,0
0,1,22,22,4.6324,4.6682,0,35.1045,34.1125,0
0,1,22,23,4.6323,4.6682,0,35.1045,38.7449,0
0,1,21,23,4.6323,4.6682,0,30.4363,38.7449,0
0,0,22,22,4.6324,4.6682,0,35.1045,34.1125,0
0,1,21,23,4.6323,4.6682,0,30.4363,38.7449,0
0,1,21,22,4.6324,4.6682,0,30.4363,34.1125,0
0,1,21,21,4.6324,4.6682,0,30.4363,29.4801,0
0,1,22,21,4.6324,4.6682,0,35.1045,29.4801,0
0,1,23,21,4.6324,4.6683,0,39.7728,29.4801,0
0,1,23,22,4.6324,4.6683,0,39.7728,34.1125,0
0,1,23,23,4.6323,4.6683,0,39.7728,38.7449,0
0,1,22,23,4.6323,4.6682,0,35.1045,38.7449,0
0,0,23,22,4.6324,4.6683,0,39.7728,34.1125,0
0,1,22,23,4.6323,4.6682,0,35.1045,38.7449,0
0,1,22,22,4.6324,4.6682,0,35.1045,34.1125,0
0,1,22,21,4.6324,4.6682,0,35.1045,29.4801,0
0,1,23,21,4.6324,4.6683,0,39.7728,29.4801,0
0,1,24,21,4.6324,4.6682,0,44.441,29.4801,0
0,1,24,22,4.6324,4.6682,0,44.441,34.1125,0
0,1,24,23,4.6323,4.6682,0,44.441,38.7449,0
0,1,23,23,4.6323,4.6683,0,39.7728,38.7449,0
0,0,24,22,4.6324,4.6682,0,44.441,34.1125,0
0,1,23,23,4.6323,4.6683,0,39.7728,38.7449,0
0,1,23,22,4.6324,4.6683,0,39.7728,34.1125,0
0,1,23,21,4.6324,4.6683,0,39.7728,29.4801,0
0,1,24,21,4.6324,4.6682,0,44.441,29.4801,0
0,1,25,21,4.6324,4.6683,0,49.1093,29.4801,0
0,1,25,22,4.6324,4.6683,0,49.1093,34.1125,0
0,1,25,23,4.6323,4.6683,0,49.1093,38.7449,0
0,1,24,23,4.6323,4.6682,0,44.441,38.7449,0
0,0,25,22,4.6324,4.6683,0,49.1093,34.1125,0
0,1,24,23,4.6323,4.6682,0,44.441,38.7449,0
0,1,24,22,4.6324,4.6682,0,44.441,34.1125,0
0,1,24,21,4.6324,4.6682,0,44.441,29.4801,0
0,1,25,21,4.6324,4.6683,0,49.1093,29.4801,0
0,1,26,21,4.6324,4.6682,0,53.7775,29.4801,0
0,1,26,22,4.6324,4.6682,0,53.7775,34.1125,0
0,1,26,23,4.6323,4.6682,0,53.7775,38.7449,0
0,1,25,23,4.6323,4.6683,0,49.1093,38.7449,0
0,0,26,22,4.6324,4.6682,0,53.7775,34.1125,0
0,1,25,23,4.6323,4.6683,0,49.1093,38.7449,0
0,1,25,22,4.6324,4.6683,0,49.1093,34.1125,0
0,1,25,21,4.6324,4.6683,0,49.1093,29.4801,0
0,1,26,21,4.6324,4.6682,0,53.7775,29.4801,0
0,1,27,21,4.6324,4.6683,0,58.4457,29.4801,0
0,1,27,22,4.6324,4.6683,0,58.4457,34.1125,0
0,1,27,23,4.6323,4.6683,0,58.4457,38.7449,0
0,1,26,23,4.6323,4.6682,0,53.7775,38.7449,0
0,0,27,22,4.6324,4.6683,0,58.4457,34.1125,0
0,1,26,23,4.6323,4.6682,0,53.7775,38.7449,0
0,1,26,22,4.6324,4.6682,0,53.7775,34.1125,0
0,1,26,21,4.6324,4.6682,0,53.7775,29.4801,0
0,1,27,21,4.6324,4.6683,0,58.4457,29.4801,0
0,1,28,21,4.6324,4.6682,0,63.114,29.4801,0
0,1,28,22,4.6324,4.6682,0,63.114,34.1125,0
0,1,28,23,4.6323,4.6682,0,63.114,38.7449,0
0,1,27,23,4.6323,4.6683,0,58.4457,38.7449,0
0,0,28,22,4.6324,4.6682,0,63.114,34.1125,0
0,1,27,23,4.6323,4.6683,0,58.4457,38.7449,0
0,1,27,22,4.6324,4.6683,0,58.4457,34.1125,0
0,1,27,21,4.6324,4.6683,0,58.4457,29.4801,0
0,1,28,21,4.6324,4.6682,0,63.114,29.4801,0
0,1,29,21,4.6324,4.66821,0,67.7822,29.4801,0
0,1,29,22,4.6324,4.66821,0,67.7822,34.1125,0
0,1,29,23,4.6323,4.66821,0,67.7822,38.7449,0
0,1,28,23,4.6323,4.6682,0,63.114,38.7449,0
0,0,29,22,4.6324,4.66821,0,67.7822,34.1125,0
0,1,28,23,4.6323,4.6682,0,63.114,38.7449,0
0,1,28,22,4.6324,4.6682,0,63.114,34.1125,0
0,1,28,21,4.6324,4.6682,0,63.114,29.4801,0
0,1,29,21,4.6324,4.66821,0,67.7822,29.4801,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,29,23,4.6323,4.66821,0,67.7822,38.7449,0
0,0,0,23,4.6323,4.6683,0,-67.5968,38.7449,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,22,4.6324,4.6683,0,-67.5968,34.1125,0
0,1,1,22,4.6324,4.6682,0,-62.9286,34.1125,0
0,1,1,23,4.6323,4.6682,0,-62.9286,38.7449,0
0,1,1,24,4.6324,4.6682,0,-62.9286,43.3772,0
0,1,0,24,4.6324,4.6683,0,-67.5968,43.3772,0
0,0,1,23,4.6323,4.6682,0,-62.9286,38.7449,0
0,1,0,24,4.6324,4.6683,0,-67.5968,43.3772,0
0,1,0,23,4.6323,4.6683,0,-67.5968,38.7449,0
0,1,0,22,4.6324,4.6683,0,-67.5968,34.1125,0
0,1,1,22,4.6324,4.6682,0,-62.9286,34.1125,0
0,1,2,22,4.6324,4.6683,0,-58.2604,34.1125,0
0,1,2,23,4.6323,4.6683,0,-58.2604,38.7449,0
0,1,2,24,4.6324,4.6683,0,-58.2604,43.3772,0
0,1,1,24,4.6324,4.6682,0,-62.9286,43.3772,0
0,0,2,23,4.6323,4.6683,0,-58.2604,38.7449,0
0,1,1,24,4.6324,4.6682,0,-62.9286,43.3772,0
0,1,1,23,4.6323,4.6682,0,-62.9286,38.7449,0
0,1,1,22,4.6324,4.6682,0,-62.9286,34.1125,0
0,1,2,22,4.6324,4.6683,0,-58.2604,34.1125,0
0,1,3,22,4.6324,4.6682,0,-53.5921,34.1125,0
0,1,3,23,4.6323,4.6682,0,-53.5921,38.7449,0
0,1,3,24,4.6324,4.6682,0,-53.5921,43.3772,0
0,1,2,24,4.6324,4.6683,0,-58.2604,43.3772,0
0,0,3,23,4.6323,4.6682,0,-53.5921,38.7449,0
0,1,2,24,4.6324,4.6683,0,-58.2604,43.3772,0
0,1,2,23,4.6323,4.6683,0,-58.2604,38.7449,0
0,1,2,22,4.6324,4.6683,0,-58.2604,34.1125,0
0,1,3,22,4.6324,4.6682,0,-53.5921,34.1125,0
0,1,4,22,4.6324,4.6683,0,-48.9239,34.1125,0
0,1,4,23,4.6323,4.6683,0,-48.9239,38.7449,0
0,1,4,24,4.6324,4.6683,0,-48.9239,43.3772,0
0,1,3,24,4.6324,4.6682,0,-53.5921,43.3772,0
0,0,4,23,4.6323,4.6683,0,-48.9239,38.7449,0
0,1,3,24,4.6324,4.6682,0,-53.5921,43.3772,0
0,1,3,23,4.6323,4.6682,0,-53.5921,38.7449,0
0,1,3,22,4.6324,4.6682,0,-53.5921,34.1125,0
0,1,4,22,4.6324,4.6683,0,-48.9239,34.1125,0
0,1,5,22,4.6324,4.6682,0,-44.2556,34.1125,0
0,1,5,23,4.6323,4.6682,0,-44.2556,38.7449,0
0,1,5,24,4.6324,4.6682,0,-44.2556,43.3772,0
0,1,4,24,4.6324,4.6683,0,-48.9239,43.3772,0
0,0,5,23,4.6323,4.6682,0,-44.2556,38.7449,0
0,1,4,24,4.6324,4.6683,0,-48.9239,43.3772,0
0,1,4,23,4.6323,4.6683,0,-48.9239,38.7449,0
0,1,4,22,4.6324,4.6683,0,-48.9239,34.1125,0
0,1,5,22,4.6324,4.6682,0,-44.2556,34.1125,0
0,1,6,22,4.6324,4.6682,0,-39.5874,34.1125,0
0,1,6,23,4.6323,4.6682,0,-39.5874,38.7449,0
0,1,6,24,4.6324,4.6682,0,-39.5874,43.3772,0
0,1,5,24,4.6324,4.6682,0,-44.2556,43.3772,0
0,0,6,23,4.6323,4.6682,0,-39.5874,38.7449,0
0,1,5,24,4.6324,4.6682,0,-44.2556,43.3772,0
0,1,5,23,4.6323,4.6682,0,-44.2556,38.7449,0
0,1,5,22,4.6324,4.6682,0,-44.2556,34.1125,0
0,1,6,22,4.6324,4.6682,0,-39.5874,34.1125,0
0,1,7,22,4.6324,4.6683,0,-34.9192,34.1125,0
0,1,7,23,4.6323,4.6683,0,-34.9192,38.7449,0
0,1,7,24,4.6324,4.6683,0,-34.9192,43.3772,0
0,1,6,24,4.6324,4.6682,0,-39.5874,43.3772,0
0,0,7,23,4.6323,4.6683,0,-34.9192,38.7449,0
0,1,6,24,4.6324,4.6682,0,-39.5874,43.3772,0
0,1,6,23,4.6323,4.6682,0,-39.5874,38.7449,0
0,1,6,22,4.6324,4.6682,0,-39.5874,34.1125,0
0,1,7,22,4.6324,4.6683,0,-34.9192,34.1125,0
0,1,8,22,4.6324,4.6682,0,-30.2509,34.1125,0
0,1,8,23,4.6323,4.6682,0,-30.2509,38.7449,0
0,1,8,24,4.6324,4.6682,0,-30.2509,43.3772,0
0,1,7,24,4.6324,4.6683,0,-34.9192,43.3772,0
0,0,8,23,4.6323,4.6682,0,-30.2509,38.7449,0
0,1,7,24,4.6324,4.6683,0,-34.9192,43.3772,0
0,1,7,23,4.6323,4.6683,0,-34.9192,38.7449,0
0,1,7,22,4.6324,4.6683,0,-34.9192,34.1125,0
0,1,8,22,4.6324,4.6682,0,-30.2509,34.1125,0
0,1,9,22,4.6324,4.6683,0,-25.5826,34.1125,0
0,1,9,23,4.6323,4.6683,0,-25.5826,38.7449,0
0,1,9,24,4.6324,4.6683,0,-25.5826,43.3772,0
0,1,8,24,4.6324,4.6682,0,-30.2509,43.3772,0
0,0,9,23,4.6323,4.6683,0,-25.5826,38.7449,0
0,1,8,24,4.6324,4.6682,0,-30.2509,43.3772,0
0,1,8,23,4.6323,4.6682,0,-30.2509,38.7449,0
0,1,8,22,4.6324,4.6682,0,-30.2509,34.1125,0
0,1,9,22,4.6324,4.6683,0,-25.5826,34.1125,0
0,1,10,22,4.6324,4.6682,0,-20.9144,34.1125,0
0,1,10,23,4.6323,4.6682,0,-20.9144,38.7449,0
0,1,10,24,4.6324,4.6682,0,-20.9144,43.3772,0
0,1,9,24,4.6324,4.6683,0,-25.5826,43.3772,0
0,0,10,23,4.6323,4.6682,0,-20.9144,38.7449,0
0,1,9,24,4.6324,4.6683,0,-25.5826,43.3772,0
0,1,9,23,4.6323,4.6683,0,-25.5826,38.7449,0
0,1,9,22,4.6324,4.6683,0,-25.5826,34.1125,0
0,1,10,22,4.6324,4.6682,0,-20.9144,34.1125,0
0,1,11,22,4.6324,4.6683,0,-16.2461,34.1125,0
0,1,11,23,4.6323,4.6683,0,-16.2461,38.7449,0
0,1,11,24,4.6324,4.6683,0,-16.2461,43.3772,0
0,1,10,24,4.6324,4.6682,0,-20.9144,43.3772,0
0,0,11,23,4.6323,4.6683,0,-16.2461,38.7449,0
0,1,10,24,4.6324,4.6682,0,-20.9144,43.3772,0
0,1,10,23,4.6323,4.6682,0,-20.9144,38.7449,0
0,1,10,22,4.6324,4.6682,0,-20.9144,34.1125,0
0,1,11,22,4.6324,4.6683,0,-16.2461,34.1125,0
0,1,12,22,4.6324,4.66821,0,-11.5779,34.1125,0
0,1,12,23,4.6323,4.66821,0,-11.5779,38.7449,0
0,1,12,24,4.6324,4.66821,0,-11.5779,43.3772,0
0,1,11,24,4.6324,4.6683,0,-16.2461,43.3772,0
0,0,12,23,4.6323,4.66821,0,-11.5779,38.7449,0
0,1,11,24,4.6324,4.6683,0,-16.2461,43.3772,0
0,1,11,23,4.6323,4.6683,0,-16.2461,38.7449,0
0,1,11,22,4.6324,4.6683,0,-16.2461,34.1125,0
0,1,12,22,4.6324,4.66821,0,-11.5779,34.1125,0
0,1,13,22,4.6324,4.66824,0,-6.90967,34.1125,0
0,1,13,23,4.6323,4.66824,0,-6.90967,38.7449,0
0,1,13,24,4.6324,4.66824,0,-6.90967,43.3772,0
0,1,12,24,4.6324,4.66821,0,-11.5779,43.3772,0
0,0,13,23,4.6323,4.66824,0,-6.90967,38.7449,0
0,1,12,24,4.6324,4.66821,0,-11.5779,43.3772,0
0,1,12,23,4.6323,4.66821,0,-11.5779,38.7449,0
0,1,12,22,4.6324,4.66821,0,-11.5779,34.1125,0
0,1,13,22,4.6324,4.66824,0,-6.90967,34.1125,0
0,1,14,22,4.6324,4.66824,0,-2.24143,34.1125,0
0,1,14,23,4.6323,4.66824,0,-2.24143,38.7449,0
0,1,14,24,4.6324,4.66824,0,-2.24143,43.3772,0
0,1,13,24,4.6324,4.66824,0,-6.90967,43.3772,0
0,0,14,23,4.6323,4.66824,0,-2.24143,38.7449,0
0,1,13,24,4.6324,4.66824,0,-6.90967,43.3772,0
0,1,13,23,4.6323,4.66824,0,-6.90967,38.7449,0
0,1,13,22,4.6324,4.66824,0,-6.90967,34.1125,0
0,1,14,22,4.6324,4.66824,0,-2.24143,34.1125,0
0,1,15,22,4.6324,4.66825,0,2.42682,34.1125,0
0,1,15,23,4.6323,4.66825,0,2.42682,38.7449,0
0,1,15,24,4.6324,4.66825,0,2.42682,43.3772,0
0,1,14,24,4.6324,4.66824,0,-2.24143,43.3772,0
0,0,15,23,4.6323,4.66825,0,2.42682,38.7449,0
0,1,14,24,4.6324,4.66824,0,-2.24143,43.3772,0
0,1,14,23,4.6323,4.66824,0,-2.24143,38.7449,0
0,1,14,22,4.6324,4.66824,0,-2.24143,34.1125,0
0,1,15,22,4.6324,4.66825,0,2.42682,34.1125,0
0,1,16,22,4.6324,4.66824,0,7.09506,34.1125,0
0,1,16,23,4.6323,4.66824,0,7.09506,38.7449,0
0,1,16,24,4.6324,4.66824,0,7.09506,43.3772,0
0,1,15,24,4.6324,4.66825,0,2.42682,43.3772,0
0,0,16,23,4.6323,4.66824,0,7.09506,38.7449,0
0,1,15,24,4.6324,4.66825,0,2.42682,43.3772,0
0,1,15,23,4.6323,4.66825,0,2.42682,38.7449,0
0,1,15,22,4.6324,4.66825,0,2.42682,34.1125,0
0,1,16,22,4.6324,4.66824,0,7.09506,34.1125,0
0,1,17,22,4.6324,4.66822,0,11.7633,34.1125,0
0,1,17,23,4.6323,4.66822,0,11.7633,38.7449,0
0,1,17,24,4.6324,4.66822,0,11.7633,43.3772,0
0,1,16,24,4.6324,4.66824,0,7.09506,43.3772,0
0,0,17,23,4.6323,4.66822,0,11.7633,38.7449,0
0,1,16,24,4.6324,4.66824,0,7.09506,43.3772,0
0,1,16,23,4.6323,4.66824,0,7.09506,38.7449,0
0,1,16,22,4.6324,4.66824,0,7.09506,34.1125,0
0,1,17,22,4.6324,4.66822,0,11.7633,34.1125,0
0,1,18,22,4.6324,4.6683,0,16.4315,34.1125,0
0,1,18,23,4.6323,4.6683,0,16.4315,38.7449,0
0,1,18,24,4.6324,4.6683,0,16.4315,43.3772,0
0,1,17,24,4.6324,4.66822,0,11.7633,43.3772,0
0,0,18,23,4.6323,4.6683,0,16.4315,38.7449,0
0,1,17,24,4.6324,4.66822,0,11.7633,43.3772,0
0,1,17,23,4.6323,4.66822,0,11.7633,38.7449,0
0,1,17,22,4.6324,4.66822,0,11.7633,34.1125,0
0,1,18,22,4.6324,4.6683,0,16.4315,34.1125,0
0,1,19,22,4.6324,4.6682,0,21.0998,34.1125,0
0,1,19,23,4.6323,4.6682,0,21.0998,38.7449,0
0,1,19,24,4.6324,4.6682,0,21.0998,43.3772,0
0,1,18,24,4.6324,4.6683,0,16.4315,43.3772,0
0,0,19,23,4.6323,4.6682,0,21.0998,38.7449,0
0,1,18,24,4.6324,4.6683,0,16.4315,43.3772,0
0,1,18,23,4.6323,4.6683,0,16.4315,38.7449,0
0,1,18,22,4.6324,4.6683,0,16.4315,34.1125,0
0,1,19,22,4.6324,4.6682,0,21.0998,34.1125,0
0,1,20,22,4.6324,4.6683,0,25.7681,34.1125,0
0,1,20,23,4.6323,4.6683,0,25.7681,38.7449,0
0,1,20,24,4.6324,4.6683,0,25.7681,43.3772,0
0,1,19,24,4.6324,4.6682,0,21.0998,43.3772,0
0,0,20,23,4.6323,4.6683,0,25.7681,38.7449,0
0,1,19,24,4.6324,4.6682,0,21.0998,43.3772,0
0,1,19,23,4.6323,4.6682,0,21.0998,38.7449,0
0,1,19,22,4.6324,4.6682,0,21.0998,34.1125,0
0,1,20,22,4.6324,4.6683,0,25.7681,34.1125,0
0,1,21,22,4.6324,4.6682,0,30.4363,34.1125,0
0,1,21,23,4.6323,4.6682,0,30.4363,38.7449,0
0,1,21,24,4.6324,4.6682,0,30.4363,43.3772,0
0,1,20,24,4.6324,4.6683,0,25.7681,43.3772,0
0,0,21,23,4.6323,4.6682,0,30.4363,38.7449,0
0,1,20,24,4.6324,4.6683,0,25.7681,43.3772,0
0,1,20,23,4.6323,4.6683,0,25.7681,38.7449,0
0,1,20,22,4.6324,4.6683,0,25.7681,34.1125,0
0,1,21,22,4.6324,4.6682,0,30.4363,34.1125,0
0,1,22,22,4.6324,4.6682,0,35.1045,34.1125,0
0,1,22,23,4.6323,4.6682,0,35.1045,38.7449,0
0,1,22,24,4.6324,4.6682,0,35.1045,43.3772,0
0,1,21,24,4.6324,4.6682,0,30.4363,43.3772,0
0,0,22,23,4.6323,4.6682,0,35.1045,38.7449,0
0,1,21,24,4.6324,4.6682,0,30.4363,43.3772,0
0,1,21,23,4.6323,4.6682,0,30.4363,38.7449,0
0,1,21,22,4.6324,4.6682,0,30.4363,34.1125,0
0,1,22,22,4.6324,4.6682,0,35.1045,34.1125,0
0,1,23,22,4.6324,4.6683,0,39.7728,34.1125,0
0,1,23,23,4.6323,4.6683,0,39.7728,38.7449,0
0,1,23,24,4.6324,4.6683,0,39.7728,43.3772,0
0,1,22,24,4.6324,4.6682,0,35.1045,43.3772,0
0,0,23,23,4.6323,4.6683,0,39.7728,38.7449,0
0,1,22,24,4.6324,4.6682,0,35.1045,43.3772,0
0,1,22,23,4.6323,4.6682,0,35.1045,38.7449,0
0,1,22,22,4.6324,4.6682,0,35.1045,34.1125,0
0,1,23,22,4.6324,4.6683,0,39.7728,34.1125,0
0,1,24,22,4.6324,4.6682,0,44.441,34.1125,0
0,1,24,23,4.6323,4.6682,0,44.441,38.7449,0
0,1,24,24,4.6324,4.6682,0,44.441,43.3772,0
0,1,23,24,4.6324,4.6683,0,39.7728,43.3772,0
0,0,24,23,4.6323,4.6682,0,44.441,38.7449,0
0,1,23,24,4.6324,4.6683,0,39.7728,43.3772,0
0,1,23,23,4.6323,4.6683,0,39.7728,38.7449,0
0,1,23,22,4.6324,4.6683,0,39.7728,34.1125,0
